da-BplXsZ73ZUZy7Kmt-HA_201,2NU3VhXYKEYvpDSQJz6ZpA_201,No preference,137.122.64.25
OP60RPngjJFVm8kGwo1upw_201,WZJkkyREEs0eQk8kr01F4g_201,No preference,137.122.64.25
rKFEg7LlBUwcJS92Kvb9Vw_201,F53sBTBpuo-IbYeKla1QAg_201,right,137.122.64.25
7UzEt3eq-KjnH_32UuPQQw_201,rVWI-gcC8yP5TGPrkVotMA_201,right,137.122.64.25
I_75SOMmbSBG_zRigcAOYw_201,cOFU-K2gqcUwOmvRR4emxw_201,No preference,137.122.64.25
-79cElBNacEkc3mpvdk0xw_201,08EwsXsgkuAnRcEOdwsVFQ_201,left,137.122.64.25
8lzIBbcvGA_f6erKpRQZ5g_201,paXGx19tMQ46vcwlEb7zuw_201,left,137.122.64.25
5lSyZf-8Jo_tmLAQoJ9vjw_201,nC5CyyoS3laY65vhxly0Pg_201,No preference,137.122.64.25
IG6kz-HO-yG5YGKH5biB6g_201,DnMR6kI-79Bbok4ywuDUXw_201,left,137.122.64.25
edSW5mpQ_rt08z8sgCnERg_201,OmLXuaS1gbyxvV0A89j6xg_201,No preference,137.122.64.25
GF7MKaypjeNoeVvdxsPvXg_201,QomDjl8GGmmL50tI1xDYcA_201,No preference,137.122.64.25
kbGOHWAt7zpmwUCVtTuz5w_201,5GGG-SrZfNbWBySj0bSmag_201,right,137.122.64.25
9s1NXhtwmDItOXoVr-apkg_201,AfYyqxElUatuoTPSWpTevw_201,right,137.122.64.25
yOI3HW9XsxOr3j-zfC4mUg_201,qTPVe49I1Ie-eDS9Ci3H3A_201,No preference,137.122.64.25
Qzd-nnk5wnXDakEfcEJUQQ_201,7_d4v2w3z3wN2xO4N3QPeg_201,left,137.122.64.25
NvXlHwtUJJ5FC-rvUZ4b1w_201,tiYm2nb8HVRq3DbJ88DvzQ_201,right,137.122.64.25
Ce3JUmz14Hd7rdxdciZIqQ_201,uXpZLObFnRTGpGXIa7m9Qw_201,No preference,137.122.64.25
kb_o4_HVsS_Fc5cuBbTLMQ_201,QzUqnNtkyI38oSfYS9r-rw_201,right,137.122.64.25
KsNqYkrZcWxLZZwLrkh_7A_201,2hEtdWpfKY6Sj4-UnV8rzw_201,No preference,137.122.64.25
03sM-qGLRsMwr6_SUVYPmw_201,S2qaYwZ-3r3Et6jSzW8cbw_201,right,137.122.64.25
SpnJtMHwYwpkBiggqcMlMg_201,hL55ZUortU-n6hf32ciDAg_201,right,137.122.64.25
MIfebZPpPTYd2cCJgBGkBg_201,ML9iIo1sNqKcgf2jMtTvyQ_201,No preference,137.122.64.25
uU-eWM7JZCFu9aZyWAtZDw_201,fix0F_koR4iaWNItZAwAyg_201,No preference,137.122.64.25
CFl9MrhTVu5ROKHgzd2ByA_201,KAaC8YnjF4raJYZgnjLEOQ_201,left,137.122.64.25
5oIN4ceEXLW-jgeK2JoO9Q_201,yEIOTilk0XjbOSSG3vvLMg_201,right,137.122.64.25
QDUzS4dPEQVwSV6lE_AlOQ_201,Uh1_m9UHhjxgkBrpl3aRBg_201,right,137.122.64.25
bBwHDsAT5azMZJkYZ-Fvig_201,yyxiHdEI_n0H7O_jsB9i9w_201,No preference,137.122.64.25
0FAHB6uCDzuxNqst_DFPIw_201,8HZoZvFswmYdqOn3u7x5Wg_201,left,137.122.64.25
SWdu1IgBabNcNXxFf4yEcw_201,nKXIbsAJlu6QYl0jaYgNNQ_201,right,137.122.64.25
QU2yCuvSPQNKmawTlimHuQ_201,ZFytPxBNyrRVnkulwJAK7w_201,No preference,137.122.64.25
9RZO7zhxmwx9Ey8QA0KCQg_201,btV-leDs4Nbwzt2Aze8dYw_201,left,137.122.64.25
iFA5bNq_HHWnFl1E2rsiiQ_201,oopLSzM0Q9zP58yNAd1jUA_201,right,137.122.64.25
IcZvM5M2HD6C5RT5VFEosQ_201,OetL9Mka6lxBFyJZCOnjPw_201,No preference,137.122.64.25
KMo51IbO6inAvf5hEsvQTg_201,kSFoi9oiWSuiY0Um4VG_-g_201,No preference,137.122.64.25
qY4Z07WY9pVLDyDx1jF2ZQ_201,A6tefg5CmT7iMw4CnNJ8uw_201,left,137.122.64.25
9RZO7zhxmwx9Ey8QA0KCQg_201,btV-leDs4Nbwzt2Aze8dYw_201,left,137.122.64.25
ixA9SCtnm0pvmQt9GWh7MA_201,Wxm026YUNy5bCQK1ZZfHAA_201,No preference,137.122.64.25
NrbTOio_dKP5od5Ui1WT8g_201,kLATp4EhoI9QkCPCQszchA_201,right,137.122.64.25
Kml99wFeN27HOmHn6fxaNA_201,jNBgVR58-HDye6aOfbs_ZQ_201,left,137.122.64.25
B-R3v_jCkBIKmPsbJqCSGA_201,TyZy_aXgJ0thAKV_D4aqVw_201,right,137.122.64.25
gafnd-BWSigRzFQ9fLuuZA_201,oRJ3GfUImgC-9sfF2xf8aA_201,right,137.122.64.25
ixA9SCtnm0pvmQt9GWh7MA_201,Wxm026YUNy5bCQK1ZZfHAA_201,No preference,137.122.64.25
DGsuHo9kE26QiqJORuV1EQ_201,DFrehRj6eJLFZEk5iXig5w_201,No preference,137.122.64.25
Kml99wFeN27HOmHn6fxaNA_201,jNBgVR58-HDye6aOfbs_ZQ_201,left,137.122.64.25
W6TDxkE7DdRU0km53wtvIg_201,wCQv5OpE8GQN6qqZsMy8OA_201,left,137.122.64.25
hud10LQaeV1xRLHvHJ6ZQQ_201,H8bkHvWny2QEpYTxPdF4Jg_201,No preference,137.122.64.25
_XtySGCHPqGVP4JfI4BBoA_201,X2kVuJcLgoXap8mVab2XQQ_201,right,137.122.64.25
Evqbm0HLPHdKCxpQ0vXupw_201,aWdGF-hj7SB-epnC_b1kSA_201,left,137.122.64.25
Bc8q_gqiBnLGFgytLlSNdA_201,4ZVKR38DYZDd-MT0Efh25w_201,right,137.122.64.25
vyN6PVPotFtLSetwtd-slQ_201,YwoiG33fXUm3Wsgku-UbMw_201,right,137.122.64.25
Doi150Lw9jZmW0NCIrTvUQ_201,WnIP798tn0ZeJo-y0wb7Ig_201,right,137.122.64.25
BHN9UmNX8Z5yebIjCV2FbQ_201,zNwEpcAeDyL0P6L79NI4Og_201,left,137.122.64.25
CxddSPe268L3aj9ie4H5kg_201,mrO11zOzL8Tyd7RkEE5KjQ_201,left,137.122.64.25
FtS_QJJoon6d07I3Frukxg_201,4DkYW-j2yfYcVk8rIgk6Ww_201,right,137.122.64.25
ntCxQvHTiKhnboAgHZzEqg_201,NKFRKKePNu7x9WW5DNKY2g_201,left,137.122.64.25
rV7EYZPZMr7izrt2lIuDMg_201,pNgTZeUaLUY1AKPFo4lmaA_201,No preference,137.122.64.25
AywN9JLPJA_tNsabvZXXmA_201,teWnX4kCWmK3ZXsozJ2R2Q_201,left,137.122.64.25
_02KCARFb4GDzydM3lFIcQ_201,pjvLrykpJ_23qtxqCY8qog_201,right,137.122.64.25
0tL8sG_XLjR0Q-wTlJTbPQ_201,HMy8cUhW2-TyKcDrHoMAxg_201,left,137.122.64.25
djhRyiHv47IHcQ8oufAy0Q_201,GQ1S6GMKvYht6pDRZbLnRQ_201,No preference,137.122.64.25
-hp-vb5m7I9Kqq0nYDGmfA_201,4zCM6dqhWnyevBrAn7jNqQ_201,right,137.122.64.25
AD1TEd5Q8oWkNirLLnZsWw_201,weSUmvLDCpYvqvQk3dTr7A_201,left,137.122.64.25
KbyGylbS-m5aItzdQp7qkA_201,CHXnkXxV61YwgqmXaZ_x-w_201,No preference,137.122.64.25
qNwMY2eauUI9WHBd_Y7Raw_201,lIMsez0Gz1B_cW2GTATpOA_201,left,137.122.64.25
QWMMgv6au178FGU-w4t7eg_201,M3nLczfTPRmFpJurQHhtrA_201,right,137.122.64.25
apGdLVVaqgqzTus3zqFVzw_201,R6FvpFvnT8bCNvrR4pKn9g_201,left,137.122.64.25
Aye6SvR-0pSycFDODNZxEA_201,eOVMcYsE7ul-hnVqqrkHXA_201,left,137.122.64.25
GkJ234R3-XpqvoN91C5nYw_201,RRKd1RqXPI5W0szKQAXjFA_201,No preference,137.122.64.25
0fGiiQtn7NBCiULxV24uFg_201,Hy-dqmVRZ-_nx8jo0JKZhg_201,right,137.122.64.25
TTayIult_1Zun9JkjZamBQ_201,3N8tLsJj91XRH4Hzqfp83w_201,right,137.122.64.25
Evqbm0HLPHdKCxpQ0vXupw_201,K8jWC1LZFODC_JxFEOOOHA_201,left,137.122.64.25
N9-eHIxBD8Yx8O2BxU6FCQ_201,qlhj3rMca-Zj5PO4VuDsew_201,right,137.122.64.25
bKvYs-EYTRg3dHlu5kcsFw_201,AmCS_U-qJcZeLXx1EzFTpQ_201,right,137.122.64.25
MlzLSpeST24gkv8DGRILaQ_201,EiLtUi3SLjObV8QgUmRHJg_201,right,137.122.64.25
PQfwG_bcrRw_9s1O8dzVFA_201,uL3hSBAvrZ0AwcLnuJZZcg_201,right,137.122.64.25
r7xx0duJRLJEq1jK_XmzZA_201,WQv2EJUWMuiIYnC7XChkng_201,right,137.122.64.25
LQ8BqKsS-URnF69l836vVg_201,HjswEWnAAHzNllFWhR4NXw_201,left,137.122.64.25
yyMZ8-sKnZ0CwD8pxBhDmg_201,pEwZerVeGTxcv8Jlia6oWw_201,right,137.122.64.25
YVibvbssTEj8_lJd4DCklw_201,GDxxl68H8_7IYncqU3W1Ew_201,right,137.122.64.25
W1aV0x3CYMhw8poxIoeRMw_201,XA3jjhWVhmfQMwz5tRx2OA_201,right,137.122.64.25
1VqLUBMZ579rQ_J4OzUz5Q_201,J2XZ1Lpb4TZxkTOngjXKqg_201,right,137.122.64.25
6XH-YyoPQ-L2OynpwrOP0g_201,d4dT24aZDsfTQdtBdJkTrQ_201,right,137.122.64.25
6vbKALpM5tptADIL3k523w_201,gIrxpth_HMH3DdJTM2cKtA_201,right,137.122.64.25
_S5y9ohVHvsnc--E6brYgA_201,mFP0aRIe-Q8ncjskFfO_pA_201,left,137.122.64.25
gpQS6_gGsP-v7epqA6r8Ww_201,4pQEFhJNCYR8MXX7qTQUhg_201,left,137.122.64.25
G8vL7DIpmG-Vc_IHnPPAAg_201,adBjJ-1LwtvvnMGmlHEKVw_201,right,137.122.64.25
wvXgOTyXf7lgCWi-yGHmXA_201,w3zWQJeN6TMULtyL2C84zQ_201,right,137.122.64.25
J8GINi0QgVEOOHxjty72QA_201,7WwSddfTRF7nneEwjGAnIA_201,No preference,137.122.64.25
_gEP9kU9p3CoE7Xky1R6tw_201,w9Ny7RwtCpJNi7ANa5tijw_201,right,137.122.64.25
EvyE-fmfMApq-vuPEHRldg_201,x_MSKFGpWL6Aa-VmNtVhgA_201,right,137.122.64.25
n5BpjvhV8xXa-uYkEjog1A_201,BBdOIbeuw209NcN6n3yw4g_201,right,137.122.64.25
hAwZkfI_484bhd-lu41ekw_201,MAKSMt3p_pX3p60_9Mldvg_201,right,137.122.64.25
f1HR36UaNMJ3g-ucrqQx4A_201,BNk6A6tpugYu8Y-AmSaEbQ_201,right,137.122.64.25
IVev0v5kG02xrTv8SFrwRA_201,I6y3KYJOhuWZNpMYIMzpdQ_201,right,137.122.64.25
vdfbHiEzceQbLz6dOtpSVQ_201,F4M_tNfKnrvy5GMfoQFO_g_201,right,137.122.64.25
GXsSv2ErJRHwt3T81NE5Yg_201,aDJ73Ky9EihT-LzgVUrMlA_201,right,137.122.64.25
Ui6agUXm8CI0NHo-u0DlOg_201,QByCNcYoZ6XeIeOIpC7a0g_201,No preference,137.122.64.25
ZF1SWX_-SJ_BBDr1oF35Fw_201,IgYRglHfokWmVTqEbrl98A_201,No preference,137.122.64.25
piE7RZF3sSZN2FGvuor-gw_201,R7ZzcX78EpizVx2sariwTA_201,No preference,137.122.64.25
Zos34s_lDdHaKqxr7GzUEg_201,LA6ug_h3pkh7sy9iV6cX3w_201,left,137.122.64.25
SfK-VyDSLqFrYu9sYPehvQ_201,Gyq4TPYAygrMxybzLXkkGA_201,left,137.122.64.25
Oe3C56ODQKhZy8IEqJWpbA_201,dVhuqtrcwWYfIh_IBjoZXA_201,No preference,137.122.64.25
Y1OcWuxQrbbSwv_sL9t86w_201,Ogr5xOlOhBfTPVMn3wlA8A_201,right,137.122.64.25
Md1Mp55uWBkpz-LyCv6I6Q_201,0qBwJ9eBDQN3P7Lk3zPagA_201,No preference,137.122.64.25
SKnY2A3HVLriwxOuZyBYiw_201,Q8gXmaV3Z6Ifcj7D2WIllg_201,left,137.122.64.25
haTpAhAp7RAvYcapb4ztIA_201,xtN5jCyCrcA3iN0a7X2gEg_201,right,137.122.64.25
8nJwur9tZIFUUgjqZUd5wA_201,u2KCf9xQ77Rx7mC-qsUlig_201,left,137.122.64.25
KQLpMvzZx-XeKE5xU3sljA_201,1cYCzz1KQKBGc0HcqktflQ_201,left,137.122.64.25
oFApe29IjdFSQ9HHVeY1BQ_201,IOU0kTH9dT7kLjvhsqVvzA_201,left,137.122.64.25
gdvjx3uHm06qCfLsfgk0zQ_201,eTd34jcH_ldOxNWd3r7zLQ_201,right,137.122.64.25
LQ8BqKsS-URnF69l836vVg_201,A7GwCqAeZiD0pAtanQd53w_201,left,137.122.64.25
HwSnmVUgEhd6dpBqV9pRtQ_201,gixFpQsB8cdE03dDR7mL-g_201,left,137.122.64.25
TQY91gN7NVGRwOA7Kiikyw_201,gE6Hq0Pym_R-k_Hmng3XLw_201,No preference,137.122.64.25
A68aQV8b0TDZgavdV8LTTA_201,57AlEBhu0H2sxdvrrua3qw_201,left,137.122.64.25
EaxcKVPAe_KgHJAOqmjKVQ_201,0h3sfIoG4t1C0P1J6kO_Dw_201,left,137.122.64.25
RUaM1oRGT5FoMbHSQeLpLA_201,-mAhDH9iNF9HST61qDTW0A_201,left,137.122.64.25
zZ7gLz-a7KdYftBpEKyslA_201,jShakXXPBQD5tNrQTKuxSw_201,right,137.122.64.25
gwz4CpbgwgyGYnrG61nh8Q_201,86OThZ7BOhivLecAbbsO4g_201,No preference,137.122.64.25
0J4EbLKHQrXt5RbMItt1dA_201,nMPIkZlAY9pPFTPDdX8waw_201,left,137.122.64.25
a_TPkEzId6iEaRWken5fIQ_201,flkOrN9g0xc1VWNJGS8zUg_201,left,137.122.64.25
ZaeO6FIfey-GoIyPFMvipw_201,4d2QJ19jn9w8z0U6w7fQsw_201,No preference,137.122.64.25
qJZ2_PEFjJ3UtM-r-ZJ5Ng_201,kCgRrKpDvW0GzvhL42bgCA_201,left,137.122.64.25
Ph8axvAmSMSmzoqo46kXdg_201,eCDcPTbawY2wsJzskoO0qA_201,No preference,137.122.64.25
mcCHvidmD_S3nY3PGqD7BQ_201,Za3ltdtsJs0hn2rj63tBiQ_201,right,137.122.64.25
gxFuUtR1NKhcU7a5BbSPAw_201,uX4Etrv8StUWNybxeo1q6g_201,right,137.122.64.25
ji2cUpScmttfbWA23VjcQg_201,UpMXQS-ZWfjb9FyiikA2Uw_201,right,137.122.64.25
rYDvQ3kNwVgR-DT60yOE2g_201,R0zhh_Fhv3hxj2UykT_2Fg_201,right,137.122.64.25
prYPVjPFFAi_tsZbnf4yMA_201,QoxH8mI24lKjcKTEFx1p-Q_201,right,137.122.64.25
pXYpvJUMxfSZ1K8ZFHYpPg_201,u5n7Q-YFksJFsBUHSwE8sw_201,left,137.122.64.25
bwwLHr3UFm6l3pO57YjGsA_201,Dr1U1FQPcsbJ5JhhUzTMqA_201,right,137.122.64.25
ocBBo51VnJtECORDBL2mjw_201,4Ni5v0nVJecImfuqxgHnGw_201,right,137.122.64.25
kHpB6pcJRxHCnkjIyDMxtw_201,-6JzAkNPbHdis6MzWCq6Hg_201,left,137.122.64.25
i7dz8r1hIr5K1OImC8Hy9A_201,g5ml7_pqBg7npOjqIhg2xw_201,right,137.122.64.25
_TNOEBdbq9ouqaq3v_iTwg_201,LhFE6KVENibvxGBHR6_z2g_201,right,137.122.64.25
3HxRnt5BC_29yI3VxJWDrw_201,TS-miAzo4nSlIHJMO_qI6A_201,left,137.122.64.25
9yDD64uBdfNsZSXa6wNiLQ_201,dqvowUBqQLetAKRSLC8zBA_201,No preference,137.122.64.25
udnxOoPZrGH9Hs4VCcbhrQ_201,OiCEZzFGXW6BqheRCoRSlw_201,right,137.122.64.25
z4W8IJGWExFtciSssAfnRw_201,Eum5FrVKvtamcCRko-O7SQ_201,No preference,137.122.64.25
WTlsKSXg4HZcEe7ZzI29Hw_201,QS6AU6kbrijRFB82jbYx7A_201,left,137.122.64.25
x8GZbYP5jFmQZ6qMWtc5_A_201,D9NKCJxI3_dygN0ii_dWzQ_201,right,137.122.64.25
8F-M1xPxoySrzApd_WyaeA_201,nCniUia5q6Q0wTK7rJJ20A_201,left,137.122.64.25
WlL9ZaEaiwuzjb2T_hGFPA_201,gwSEY3gV32Hfk6wgS9YLOQ_201,No preference,137.122.64.25
toyd9lV7qlqsUkQqBUEhnA_201,GDv08aQ33otcr5tP4gmXWQ_201,left,137.122.64.25
UmqIwUs_Zrt-yZExcTW7HA_201,Wi5BDUDwvE9zH2JpBrjFww_201,right,137.122.64.25
hXi8nE-AKE-4bVEAq3FXWg_201,4fe0UxMtvDgktJeTfq2wOA_201,right,137.122.64.25
MLTO-kBPtGEHCybHufFulA_201,iJRqDFSLMy_a6JC4ufn1tg_201,left,137.122.64.25
PxXEo9JH_04AdwuwL4P7dg_201,ZbVEGvSE72ZjqQZApWuygA_201,left,137.122.64.25
3Cdg-EkRkijw8BspmwJvHQ_201,P4to8OyaYSo3rVGo8-_Edw_201,right,137.122.64.25
JamIMotaD0p-aMXh_M7xrw_201,19lZgG-OJ1QMfsT6COtmuA_201,right,137.122.64.25
UmqIwUs_Zrt-yZExcTW7HA_201,Wi5BDUDwvE9zH2JpBrjFww_201,right,137.122.64.25
Vd8JjZjxYUD0X2LqRqzm0A_201,RD466yWmPD64HfT5nosOvw_201,right,137.122.64.25
9mWZs9-CVp5n7GBZrt3c6A_201,SoT062PsNW6q2TXyfdhceQ_201,left,137.122.64.25
ctSSaUUW93gJ_4JD676s6Q_201,fqiL8HL_HhhKmP0KNpIiAA_201,left,137.122.64.25
ifBEhOlKggjuFOXEV2LPew_201,vwv0xG7w5lhwhJAEOrNFyA_201,left,137.122.64.25
Op5cqj8VPu-ltt-bURrMJg_201,uO5S4CaGUk0MAe_8w-8G7g_201,left,137.122.64.25
orclmo3d5R9dYj23AEu7jA_201,aWdGF-hj7SB-epnC_b1kSA_201,left,137.122.64.25
zPNcDJjzG8zIGNBoB8dIFg_201,GQFCtcGDrwq4ZeP21uMZiw_201,No preference,137.122.64.25
2T2NARbmi1qKiZmx1Sw1DA_201,0NPcaG_MJzPpDUuBOCNS7A_201,left,137.122.64.25
MHHipRFoCfaqZ5SzUSFKhw_201,n4IaF4oh_EATHLDO6dtneg_201,left,137.122.64.25
zm0uVLi-zp63fCUkUH1hOA_201,6Uaxazs5eNGH24KAoWLnMA_201,right,137.122.64.25
pF7QBQFGqH3FsQ49lUpKOg_201,6pTIpCT2knJYY39cz64A3A_201,left,137.122.64.25
hySBWVx4JQjfa0V5m08OgQ_201,pLOv0lhQOiHqBhX8RK4NPA_201,right,137.122.64.25
L-IXNdMCvvMLOuSYWJUQlw_201,aeY8nvYxG9CwpsH5cwbpeQ_201,No preference,137.122.64.25
3bnO0qnUE3RIG_g6Mh0WTg_201,l7PcR8hcKrn2KosMq_mKiA_201,No preference,137.122.64.25
8ZyeWjE_wvk7X5Pw3mepUg_201,s5Ct-Tlt0FhQM1gxnA9phQ_201,right,137.122.64.25
_6sn-Rk0kc-Zq_cPM1BLZQ_201,kLUR3kK-X3tqHJ2JJL-2Gw_201,left,137.122.64.25
xAAqrkZeBwShgWLAhdQhHw_201,kEj6lSwmXtYUkHnUKI5Uqw_201,right,137.122.64.25
tKt8k1KUik3uu14NXYu_4A_201,cRke0BVMUGZqjyF0_QWmCQ_201,No preference,137.122.64.25
-BFmRvgp2b5myj_fz6bqVw_201,oBadGJrphIGCNfLkniJ37Q_201,right,137.122.64.25
3bnO0qnUE3RIG_g6Mh0WTg_201,l7PcR8hcKrn2KosMq_mKiA_201,No preference,137.122.64.25
Nl0abgLtyAhNNUa-sfO3FA_201,MJ7RBgUldZA9AEiuXgVO7A_201,left,137.122.64.25
Kn9vB0r6hDbAUsZFCKre_A_201,UJrONguW8r_OSwoo4YhYNg_201,left,137.122.64.25
OqCF9jV-G1rBIYGVrW59_w_201,cpXbOY954FjmwYAUp5zLWA_201,left,137.122.64.25
A4ETpZCp3DtIZiFvuDynkQ_201,g0xWw-xqh3rQ_tI5DFIcuw_201,right,137.122.64.25
eUIscvf5MWNVB-fj8a9RJg_201,qFLHFUE3kQ2NvjOT4IeY_g_201,No preference,137.122.64.25
q8lkU_KRi3lz_gMfDNlkVA_201,nE5aIzqxYmdVaeq6VXwoog_201,right,137.122.64.25
TPjxEZvNTGtLYDesN84n1w_201,Z6zFo3MPpGRFev-nn-0dsw_201,right,137.122.64.25
6BDw_vm4S_q-XZSb295j1Q_201,OHGjkU4szNoGvsUWMNTkZg_201,left,137.122.64.25
aE8dVYG6PHnZh5SulSj4YQ_201,1jXhW7OhEJpLbcGkPHWWLQ_201,right,137.122.64.25
9dnb4GBq5P7Umb4fzenH0Q_201,-ZC-MMulutiAt9pYPFS7cA_201,No preference,137.122.64.25
xrffoFqDmYl_w54UaotefA_201,bngmVZaqAe379Vd-KDdGZA_201,No preference,137.122.64.25
owfxvE1-HTvwNcB69cEquw_201,Fr7987gjys6pmCTj8XcoiA_201,left,137.122.64.25
3-tZBAQ-MtJgVB02QxjtHQ_201,ZqYjbSGpNC0Y9hjotzMorw_201,right,137.122.64.25
DxqVquXoH5ggOfoa-5xp9A_201,y2J92ntQHYEG0-l6L2mUAw_201,left,137.122.64.25
BgPKfrDPRxkao0GHDeWefA_201,P5V3aTiDBfn1uawu76aL-w_201,right,137.122.64.25
OZOG-Bu__kGmsVY2m0pM4A_201,n5vz3ptCEImC82H2H9r-ZA_201,left,137.122.64.25
4Xx4xqJl4d34V_qWHe4d2A_201,KELgKSQm6681OzFLC5i3ZQ_201,right,137.122.64.25
NnzzfFdBjMlvKhE9m2y7nQ_201,f3oBa1scXS1BNzlLteEBMQ_201,right,137.122.64.25
QRYNkkrJblYKWpjoEuYi5w_201,kUTZ_Octb2-NG9hDn1zVMQ_201,right,137.122.64.25
loaYDr8fdXKbCS15zI-tcw_201,QqezQtyZ4L-WUqWrnw3J4A_201,left,137.122.64.25
8f1gPJu_vr8VEaJeAzPD-g_201,ZzapaAHtzH3chd8Qs9QeKg_201,left,137.122.64.25
